Vsource.SOURCE
0.04205386415, -0.1531201837, -0.04205386415, 0.1531201837 , 
-0.04205386415, 0.1531201837 , 0.04205386415, -0.1531201837, 
Line.LINE1
8.608905455  , -4.388486956 , -8.608905455 , 4.388487596  , 
-8.608905455 , 4.388487596  , 8.608905455  , -4.388486956 , 
Line.LINE2
1.610583671  , -0.8203189531, -1.610583671 , 0.820319594  , 
-1.610583671 , 0.820319594  , 1.610583671  , -0.8203189531, 
Line.LINE3
2.169519367  , -1.104913048 , -2.169519367 , 1.104913689  , 
-2.169519367 , 1.104913689  , 2.169519367  , -1.104913048 , 
Line.LINE4
2.083515343  , -1.061165268 , -2.083515343 , 1.061165909  , 
-2.083515343 , 1.061165909  , 2.083515343  , -1.061165268 , 
Line.LINE5
0.6996352329 , -0.603957979 , -0.6996352329, 0.6039586199 , 
-0.6996352329, 0.6039586199 , 0.6996352329 , -0.603957979 , 
Line.LINE6
0.447892665  , -1.480533446 , -0.447892665 , 1.480534087  , 
-0.447892665 , 1.480534087  , 0.447892665  , -1.480533446 , 
Line.LINE7
1.267275017  , -0.4188022217, -1.267275017 , 0.4188028626 , 
-1.267275017 , 0.4188028626 , 1.267275017  , -0.4188022217, 
Line.LINE8
0.6403481505 , -0.4600553119, -0.6403481505, 0.4600559528 , 
-0.6403481505, 0.4600559528 , 0.6403481505 , -0.4600553119, 
Line.LINE9
0.6375432357 , -0.4518978212, -0.6375432357, 0.4518984621 , 
-0.6375432357, 0.4518984621 , 0.6375432357 , -0.4518978212, 
Line.LINE10
4.585255907  , -1.515979186 , -4.585255907 , 1.515979827  , 
-4.585255907 , 1.515979827  , 4.585255907  , -1.515979186 , 
Line.LINE11
2.407689171  , -0.7961316225, -2.407689171 , 0.7961322634 , 
-2.407689171 , 0.7961322634 , 2.407689171  , -0.7961316225, 
Line.LINE12
0.4207450225 , -0.3310351227, -0.4207450225, 0.3310357636 , 
-0.4207450225, 0.3310357636 , 0.4207450225 , -0.3310351227, 
Line.LINE13
0.6756849735 , -0.8893934093, -0.6756849735, 0.8893940502 , 
-0.6756849735, 0.8893940502 , 0.6756849735 , -0.8893934093, 
Line.LINE14
0.9441543109 , -0.8403126714, -0.9441543109, 0.8403133123 , 
-0.9441543109, 0.8403133123 , 0.9441543109 , -0.8403126714, 
Line.LINE15
0.8738991614 , -0.638181113 , -0.8738991614, 0.6381817539 , 
-0.8738991614, 0.6381817539 , 0.8738991614 , -0.638181113 , 
Line.LINE16
0.2788014436 , -0.3722393005, -0.2788014436, 0.3722399414 , 
-0.2788014436, 0.3722399414 , 0.2788014436 , -0.3722393005, 
Line.LINE17
0.8459493817 , -0.6633531093, -0.8459493817, 0.6633537501 , 
-0.8459493817, 0.6633537501 , 0.8459493817 , -0.6633531093, 
Line.LINE18
3.191391028  , -3.045442627 , -3.191391028 , 3.045443268  , 
-3.191391028 , 3.045443268  , 3.191391028  , -3.045442627 , 
Line.LINE19
0.366902497  , -0.3306067547, -0.366902497 , 0.3306073956 , 
-0.366902497 , 0.3306073956 , 0.366902497  , -0.3306067547, 
Line.LINE20
1.03263893   , -1.206383887 , -1.03263893  , 1.206384528  , 
-1.03263893  , 1.206384528  , 1.03263893   , -1.206383887 , 
Line.LINE21
0.5132974747 , -0.6786757916, -0.5132974747, 0.6786764325 , 
-0.5132974747, 0.6786764325 , 0.5132974747 , -0.6786757916, 
Line.LINE22
1.510898106  , -1.032379426 , -1.510898106 , 1.032380067  , 
-1.510898106 , 1.032380067  , 1.510898106  , -1.032379426 , 
Line.LINE23
0.6859010166 , -0.5416167432, -0.6859010166, 0.5416173841 , 
-0.6859010166, 0.5416173841 , 0.6859010166 , -0.5416167432, 
Line.LINE24
0.6922354919 , -0.5416581799, -0.6922354919, 0.5416588208 , 
-0.6922354919, 0.5416588208 , 0.6922354919 , -0.5416581799, 
Line.LINE25
3.911325812  , -1.992270733 , -3.911325812 , 1.992271374  , 
-3.911325812 , 1.992271374  , 3.911325812  , -1.992270733 , 
Line.LINE26
2.794281221  , -1.422703415 , -2.794281221 , 1.422704056  , 
-2.794281221 , 1.422704056  , 2.794281221  , -1.422703415 , 
Line.LINE27
0.5312860002 , -0.4684240413, -0.5312860002, 0.4684246822 , 
-0.5312860002, 0.4684246822 , 0.5312860002 , -0.4684240413, 
Line.LINE28
0.7069405351 , -0.615869216 , -0.7069405351, 0.6158698568 , 
-0.7069405351, 0.6158698568 , 0.7069405351 , -0.615869216 , 
Line.LINE29
1.564530325  , -0.7969079088, -1.564530325 , 0.7969085497 , 
-1.564530325 , 0.7969085497 , 1.564530325  , -0.7969079088, 
Line.LINE30
0.519174847  , -0.5131001162, -0.519174847 , 0.5131007571 , 
-0.519174847 , 0.5131007571 , 0.519174847  , -0.5131001162, 
Line.LINE31
1.365544287  , -1.5915951   , -1.365544287 , 1.591595741  , 
-1.365544287 , 1.591595741  , 1.365544287  , -1.5915951   , 
Line.LINE32
0.8580925323 , -1.334194845 , -0.8580925323, 1.334195486  , 
-0.8580925323, 1.334195486  , 0.8580925323 , -1.334194845 , 
