Bus_Number,Real,Imaginary,Magnitude,Angle
1,1,0,1,0
2,0.997088767672344,0.00024852032146181,0.997088798643683,0.0142807397995009
3,0.986215210923818,0.00104378531987597,0.9862157632817,0.0606403861490389
4,0.982580273521899,0.00108303361584883,0.982580870400082,0.0631533441095954
5,0.979184372901644,0.00107856006968819,0.979184966912079,0.0631106017032401
6,0.971292694457282,-0.000869153792201168,0.971293083334995,-0.0512706736425402
7,0.970760558165247,-0.00256271582622046,0.970763940822746,-0.151255073769474
8,0.969865509896045,-0.00334521669488926,0.969871278964715,-0.197621253831536
9,0.967486878189613,-0.00445918931907358,0.967497154434299,-0.264076882743545
10,0.965579840921351,-0.00541845449010159,0.965595043919946,-0.32151801634554
11,0.965323940949162,-0.00547714909356373,0.965339479215376,-0.32508689155053
12,0.964969297831016,-0.00562628740580107,0.964985699824851,-0.334061270715436
13,0.959093928634711,-0.00700204022884056,0.959119488130301,-0.418290861391629
14,0.956909342377626,-0.00819692669431496,0.956944449347407,-0.490786114318821
15,0.955549195218533,-0.00876424831654407,0.955589386991788,-0.525499221995016
16,0.954233485908044,-0.00910894884681597,0.954276961147712,-0.546919051605063
17,0.952276717443007,-0.010272722647769,0.952332124531472,-0.618056507401065
18,0.951692751117836,-0.0104130553400074,0.951749717232293,-0.626883324224688
19,0.995345993405888,-5.48113346034829e-05,0.995345994915053,-0.00315514219164982
20,0.980897032777196,-0.00193059885420283,0.980898932675046,-0.112769250745994
21,0.976872617790075,-0.00292014714709932,0.976876982351102,-0.171272697878568
22,0.972995041088414,-0.00428617435333623,0.9730044816306,-0.252394001862919
23,0.980600901671902,0.00107729778234381,0.980601493436686,0.0629456808260866
24,0.969608319470123,0.000458340531115001,0.96960842780048,0.0270841076023406
25,0.961999210681781,0.000634586317241497,0.961999419985357,0.037795366188623
26,0.970233094479058,-0.000579119808776136,0.970233267313671,-0.0341991188752266
27,0.968882774060498,-0.00016279640311541,0.968882787737421,-0.00962711587032655
28,0.963193823179574,0.000323815653369542,0.963193877611284,0.0192622389521933
29,0.959301623616877,0.000885198157958204,0.959302032026282,0.052869819919115
30,0.955868292800755,0.00251606747729856,0.955871604232169,0.150815458114646
31,0.951858908822362,0.00120138894959892,0.951859666988735,0.0723158434260064
32,0.950976709339871,0.000844732701188362,0.950977084518983,0.0508946280068645
33,0.950703342736319,0.000725265395570469,0.950703619378776,0.0437093636509444
