Bus_Number,Real,Imaginary,Magnitude,Angle
1,1,0,1,0
2,0.998590562691575,1.83085020287095e-05,0.998590562859412,0.00105048048171692
3,0.991944755157649,0.000108745637725858,0.991944761118472,0.00628126316994243
4,0.988476388311258,0.000157408840954518,0.988476400844457,0.00912400364353944
5,0.984968430644123,0.000205117832017637,0.984968452001825,0.0119317386648715
6,0.976579619967402,-0.0017379868059728,0.976581166485312,-0.101967317017605
7,0.974687298233617,-0.00365080840353119,0.974694135480432,-0.214607223770639
8,0.972176466784288,-0.00321386074352608,0.97218177902595,-0.189410042357248
9,0.968847366843871,-0.00362984814448946,0.968854166548224,-0.214661269650333
10,0.965801730664217,-0.00398894677197483,0.965809968187503,-0.236641235899649
11,0.965365794622212,-0.00390931558482074,0.965373710111745,-0.232021955475121
12,0.964606828568931,-0.00377141414494208,0.964614201267254,-0.224013562671645
13,0.961461617805996,-0.00429910210164358,0.961471229311103,-0.256191989326511
14,0.960273189105319,-0.00483309379441683,0.960285351606555,-0.288369540415207
15,0.959443786366757,-0.00502356079828215,0.959456937731378,-0.299992772636038
16,0.958683370796254,-0.00512065567463739,0.958697046285116,-0.306033438495441
17,0.957559931225711,-0.00562539871760261,0.957576454910896,-0.336592923588082
18,0.957267792853502,-0.00567539250803444,0.957284616670892,-0.339687838996467
19,0.998320761039215,-5.66305700673844e-05,0.998320762645422,-0.00325015043203462
20,0.99649478611364,-0.000509006836132164,0.996494916113288,-0.0292665263518286
21,0.996129286038819,-0.000652392706363749,0.996129499673838,-0.0375245902708316
22,0.995798693454021,-0.000805988812201538,0.99579901963333,-0.0463745810204328
23,0.99017491297951,-9.78539473367183e-05,0.990174917814714,-0.00566225027451621
24,0.986850806193773,-0.00072114203550033,0.986851069681304,-0.0418689303891615
25,0.985195777080904,-0.00101874932886249,0.985196303803582,-0.0592471237483565
26,0.975771885318757,-0.00172924752292976,0.975773417590128,-0.101538569172724
27,0.974720984241866,-0.00171862258672528,0.974722499373554,-0.101023493229924
28,0.970544600415189,-0.00274944274127906,0.970548494837051,-0.162312008755921
29,0.96764578695804,-0.00345061574453383,0.967651939370072,-0.204315342996974
30,0.966270547221662,-0.00344108006999314,0.966276674384774,-0.20404071311474
31,0.96411105330016,-0.00411109309711295,0.96411981837425,-0.244315066420671
32,0.96366201950894,-0.00429821426217517,0.963671605107203,-0.255554228128826
33,0.963525138769586,-0.00437694160843442,0.963535080139169,-0.260271939231708
34,0.998579854358194,8.60122725159152e-06,0.998579854395238,0.000493514883147383
35,0.991337776638839,0.00146323692490861,0.991338856523608,0.0845698018544788
36,0.985296607839979,0.00268149017482613,0.985300256678403,0.155930396279668
37,0.980444419973784,0.0036447397232089,0.980451194494341,0.212992432168276
38,0.97676705849541,0.00435420690581311,0.976776763482606,0.255409950776229
39,0.974314265388163,0.00482709669998399,0.974326222885039,0.283861188520285
40,0.973093061958022,0.00506319016662892,0.973106234244495,0.29811825901286
41,0.990422167393023,0.00174239078557795,0.990423700034053,0.100796951615611
42,0.984384929954272,0.00295958585831422,0.984389378990615,0.172261137586955
43,0.979532371315062,0.00392250097138327,0.979540225038247,0.229437592962781
44,0.975832291785088,0.00463551612887179,0.975843301816597,0.272171268099
45,0.973373282339272,0.00510926039903826,0.973386691563919,0.300744199695148
46,0.972173586257723,0.00534176464760419,0.972188261740879,0.314817738024871
47,0.990426126061468,0.00174172501236023,0.990427657525346,0.100758034126109
48,0.98440250294158,0.00298805856999705,0.984407037912502,0.173915261985605
49,0.979572471230528,0.00394749970515463,0.979580425052791,0.230890368063745
50,0.975837857869263,0.00463459713891404,0.975848863472983,0.272115758914703
51,0.973380413146176,0.00510808672198659,0.973393816112769,0.30067291266516
52,0.972153718610767,0.00534502968383512,0.972168412339685,0.31501659722027
53,0.991935631558586,0.000101058455611496,0.991935636706507,0.0058372970850111
54,0.986005190635601,0.00151759655003422,0.986006358529009,0.0881859542781212
55,0.981209214459865,0.00266151365991662,0.981212824108973,0.155413466965426
56,0.977604239202902,0.00348959624142407,0.977610467307615,0.204518638161648
57,0.97517193610857,0.00404331174295658,0.975180318373781,0.237561564287737
58,0.973923097017285,0.00432213576099827,0.973932687489888,0.254269061530353
59,0.985160460447696,0.00181686917316835,0.985162135814765,0.105666865154277
60,0.980320505900228,0.00299941178362222,0.980325094425073,0.175302973807459
61,0.976703036315183,0.00379774499407997,0.976710419732654,0.222783850498506
62,0.974257253353376,0.00435356730849076,0.974266980483262,0.256030295336622
63,0.972978519140062,0.00463721743817015,0.972989569570793,0.273069724535287
64,0.985131586799954,0.00182169233298933,0.985133271123228,0.10595047877896
65,0.980298657574028,0.00300305844230733,0.98030325736552,0.175520016077802
66,0.976728056611252,0.00379359083168341,0.976735423696198,0.22253446026303
67,0.974292559013052,0.00434772650271347,0.974302259708938,0.25567754087694
68,0.972972724553852,0.00463820601954433,0.972983779762451,0.273129564399464
69,0.988469141261975,0.000151417369633216,0.988469152859312,0.00877677996707248
70,0.983805591908051,0.00131139905877099,0.983806465945941,0.0763744254355381
71,0.980287785694089,0.00217738694139929,0.980290203865627,0.127263522780109
72,0.977964380482978,0.0027664777485511,0.977968293398404,0.162078578189895
73,0.976814703765493,0.00306019143504285,0.976819497278841,0.179497175297935
74,0.982954367460456,0.00164379241357751,0.982955741914702,0.095815515974478
75,0.979405984520129,0.00248320268988843,0.979409132492362,0.145268388377929
76,0.977046332936613,0.00307814696044379,0.977051181716491,0.180507556412597
77,0.975932070028175,0.00336579288077766,0.975937873981329,0.197600804532548
78,0.982924361128253,0.00161735178265657,0.982925691762187,0.0942771907652495
79,0.979358862309821,0.00249109153062208,0.979362030467692,0.145736898665693
80,0.977106736613549,0.00309974396224162,0.97711165336834,0.181762794343746
81,0.975958729751335,0.00339312536385099,0.975964628189758,0.199200000439077
82,0.98496117721879,0.000199006362741285,0.984961197322898,0.0115763187320407
83,0.980246361296876,0.00132517317032248,0.980247257032478,0.0774568379209287
84,0.976699526121001,0.00217513719304965,0.976701948163715,0.127599094355061
85,0.974312198743376,0.00274977388004372,0.97431607904034,0.161703835627984
86,0.973095160764479,0.00304858771998881,0.973099936178363,0.179500058591999
87,0.979360897171517,0.00163236037683428,0.979362257547737,0.0954982722896697
88,0.975813044733473,0.00248224760504524,0.975816201866512,0.145747185366084
89,0.973429753271649,0.00305610433111423,0.973434550613541,0.179880781367475
90,0.97220759485018,0.0033556155213562,0.972213385857189,0.197758014422201
91,0.979362016115773,0.00163223525609474,0.9793633762819,0.0954908432416603
92,0.975829216079807,0.00247957199956658,0.975832366358194,0.145587672998366
93,0.973421189730384,0.00305746914088536,0.973425991400303,0.179962696036913
94,0.9721403296065,0.00339870519476253,0.972146270704381,0.200311276221613
95,0.97657214801392,-0.00174424542115502,0.976573705702038,-0.102335290843053
96,0.971730487515726,-0.000572922014758192,0.971730656410091,-0.0337809815107128
97,0.968114185030607,0.000334491085274269,0.968114242815259,0.0197961428565902
98,0.965689715871659,0.000919904007816461,0.965690154016116,0.0545792301568492
99,0.964479325218068,0.00118198916642853,0.964480049493762,0.0702171161075568
100,0.970781213129182,-0.000283493906088201,0.970781254523057,-0.0167318893846772
101,0.967192514186663,0.000682802889214324,0.96719275520369,0.0404487387136105
102,0.964808651914169,0.00126125142083355,0.964809476302748,0.0749001804769282
103,0.963568012500275,0.00149629331396503,0.963569174272098,0.0889726742492783
104,0.970818906198436,-0.000258082729995264,0.970818940502823,-0.0152315233574384
105,0.967236276366149,0.000675328326700252,0.967236512124621,0.0400041412460067
106,0.964736868644724,0.00127329747539283,0.964737708918278,0.0756211682316192
107,0.963552733928438,0.00146674296773131,0.963553850283366,0.0872169356303274
108,0.974676247421247,-0.00366046052872877,0.974683120946724,-0.215177043565913
109,0.967352851482096,-0.00204828789710037,0.967355020017911,-0.121318788860093
110,0.9612402618422,-0.000701709376711038,0.961240517967543,-0.0418261491787927
111,0.95635981624798,0.000398757255342315,0.956359899379527,0.0238896554091746
112,0.952734612754521,0.00125216914874534,0.952735435610582,0.0753032011118432
113,0.95033905307609,0.00181953185204773,0.950340794924494,0.109699131155717
114,0.949129841994608,0.00208324638729371,0.949132128252026,0.125758382804217
115,0.96643855801581,-0.00173078662897024,0.966440107840125,-0.102610416602716
116,0.960294989858963,-0.000411464664216864,0.960295078010606,-0.0245499429702441
117,0.955414741664954,0.000688485114507415,0.955414989730883,0.0412881262664998
118,0.951819770359904,0.00160144639827824,0.951821117583838,0.096400638033516
119,0.949454196267606,0.00216371936586697,0.949456661723777,0.130571620610935
120,0.948181173132021,0.00237279457738168,0.948184142050542,0.143380648126717
121,0.96642915240342,-0.00176121654264611,0.966430757219006,-0.104415479127023
122,0.960311316108473,-0.000414247163902768,0.960311405454866,-0.0247155399468903
123,0.955394956031887,0.000691866090710001,0.955395206545364,0.0414917409874644
124,0.95178545792848,0.00154221676917622,0.951786707386004,0.0928386054862509
125,0.949429934574861,0.00213512590218404,0.949432335361211,0.128849420312816
126,0.948242697077564,0.00239509904539806,0.948245721878232,0.144719042297133
127,0.974676282435026,-0.00366078383539564,0.9746831571745,-0.215196040962746
128,0.967230608306642,-0.00216117366102405,0.967233022759681,-0.12802109697607
129,0.96099149003576,-0.000927073435638323,0.960991937211913,-0.0552735161898196
130,0.955983007014325,6.07015903066663e-05,0.955983008941495,0.00363808237605834
131,0.952227717708751,0.000801043509421092,0.952228054640022,0.0481989765852621
132,0.949715082671946,0.00129496258430088,0.949715965530051,0.0781243196825512
133,0.948471448465036,0.00154105231964688,0.948472700395544,0.0930926454038164
134,0.966317370065833,-0.00184365625340325,0.966319128838568,-0.109315631997264
135,0.960057875012084,-0.000638583691156451,0.960058087389429,-0.0381103534751374
136,0.955026926094784,0.000352698643877917,0.955026991221916,0.0211597623724697
137,0.951287387401804,0.00109014286670523,0.951288012034851,0.0656589783632606
138,0.948752514648645,0.00158756591367551,0.948753842900074,0.0958740453927213
139,0.947525467293796,0.00183080820009806,0.947527236035456,0.110706736698156
140,0.966312440741746,-0.0018749236872881,0.966314259685277,-0.111170129715123
141,0.960053264057728,-0.000637764473907842,0.960053475891537,-0.0380616458181649
142,0.955032393919466,0.000351803679358564,0.955032458716129,0.0211059491395526
143,0.951277559348855,0.00109180192460026,0.951278185891045,0.0657595822182961
144,0.948746474239821,0.00158858229026242,0.948747804200981,0.0959360356552522
145,0.947525366454106,0.00183079247759667,0.947527135165577,0.110705797761811
146,0.972165463312792,-0.0032235801182537,0.972170807794059,-0.189985003329339
147,0.964828795961712,-0.00165128865135108,0.964830209037392,-0.0980606906615456
148,0.958709967632733,-0.000324734307142825,0.958710022629745,-0.0194072296930126
149,0.953778881294383,0.000738244370365323,0.953779167002465,0.0443480968741406
150,0.950065518049196,0.0015360512827926,0.950066759780401,0.0926348522945345
151,0.947586200993581,0.0020679485374971,0.947588457466954,0.125038265888214
152,0.946334715321414,0.00231392065551919,0.946337544246905,0.140095910388814
153,0.963905372471927,-0.00136432458678886,0.963906338013099,-0.081097160301848
154,0.957834577291087,-1.40633982032268e-05,0.95783457739433,-0.000841244805421119
155,0.952867593633898,0.00105478039138225,0.952868177430294,0.0634237542117603
156,0.949137365139704,0.00185524217558961,0.949139178323111,0.111993706246685
157,0.946689653532352,0.00241437624780892,0.946692732262095,0.146123144711866
158,0.945380932472307,0.00260445915479069,0.945384520018017,0.157845514796723
159,0.963900155132817,-0.00136339796436314,0.963901119368101,-0.081042519438059
160,0.957782859410962,-3.76271923450874e-05,0.957782860150067,-0.00225090613598706
161,0.952841368968794,0.00102672286129776,0.952841922135125,0.0617383604764152
162,0.949119641535073,0.00182561121248738,0.949121397295396,0.110207063400346
163,0.946621545894654,0.00236036543007425,0.946624488631552,0.142864587820879
164,0.94538422454846,0.00260394160193925,0.945387810656008,0.157813598666654
165,0.972165457871032,-0.00322358667354745,0.972170802374066,-0.189985390732922
166,0.964824443342207,-0.00165104856872387,0.964825856013393,-0.0980468758571667
