Bus_Number,Real,Imaginary,Magnitude,Angle
1,1,0,1,0
2,0.9970322279027,0.000251998258786911,0.997032259748772,0.0144814139017919
3,0.982936602597028,0.00164764095715679,0.982937983519668,0.0960415802313523
4,0.975452531098789,0.00275210028649094,0.975456413420416,0.161651446684448
5,0.968051548724424,0.00385705838682201,0.9680592326336,0.228285361224777
6,0.949655586380467,0.00221857053710929,0.949658177871836,0.133853261012126
7,0.946171272750204,-0.00159315480059217,0.946172614019218,-0.0964740344045006
8,0.94132791468524,-0.000992378184869126,0.941328437783606,-0.0604030324845748
9,0.935056835211724,-0.00217844668067982,0.93505937282405,-0.133484479419644
10,0.929238985443997,-0.00317902278634911,0.929244423311146,-0.19601402963953
11,0.928379379674203,-0.00305855888464422,0.928384417893099,-0.188761066118164
12,0.926880401250335,-0.00286770948652794,0.926884837495836,-0.177268961511858
13,0.920761631559866,-0.00431630346988336,0.920771748387423,-0.268586517889583
14,0.918488122935122,-0.00556698889003603,0.918504993638133,-0.347267486937095
15,0.917071982191395,-0.00616157764395102,0.917092681008586,-0.384950242718322
16,0.915701520551582,-0.00652404414140842,0.915724760991226,-0.408204924531891
17,0.913664748521259,-0.00774176274012716,0.913697547102289,-0.485473163445257
18,0.913056395863539,-0.0078894369906586,0.913090480315804,-0.495062731137146
19,0.996503893651244,6.34973756620439e-05,0.996503895674275,0.00365089554977814
20,0.992925693053812,-0.00109745795904797,0.992926299551162,-0.0633276831096174
21,0.992220762620369,-0.00143190980105555,0.992221795840338,-0.0826855619028973
22,0.991582773602231,-0.00178313290715434,0.99158437687756,-0.10303313297054
23,0.979351625693962,0.00111240637578917,0.979352257462733,0.0650799583660026
24,0.972681018211171,-0.000401560606860908,0.972681101101096,-0.0236539279105498
25,0.969355442794045,-0.00113953465191707,0.969356112589002,-0.0673545463362161
26,0.947724574985117,0.00286670818238655,0.94772891063137,0.173309612668402
27,0.945157584962963,0.00378527011255301,0.945165164763728,0.229463155873388
28,0.933711701558314,0.0050911768490333,0.933725581586277,0.312409124665923
29,0.925486004182286,0.00630476002666535,0.925507479135792,0.390314441010431
30,0.921915570796254,0.00797440001103641,0.921950058697389,0.495585588092283
31,0.917765254645224,0.00658636778604339,0.917788887966414,0.411177690838846
32,0.916852428937254,0.00621106695419822,0.91687346662495,0.388134958124101
33,0.916569621196049,0.00608548923203263,0.916589823028088,0.380405064662457
