Bus_Number,Real,Imaginary,Magnitude,Angle
1,1,0,1,0
2,0.990167046162547,0.00207634854522485,0.990169223178313,0.120147236292737
3,0.939649653849237,0.0132821289331564,0.939743521886683,0.809832951657468
4,0.917824123287219,0.0172965174490071,0.917987086403625,1.07961877840009
5,0.896783953257057,0.0215236807710153,0.897042210630741,1.37489007085888
6,0.843028951730369,0.0193369509144708,0.843250692929614,1.31398978848692
7,0.824188093853385,0.00588650464952301,0.824209114840806,0.409210155247634
8,0.800132728245612,0.0146056490305948,0.800266023140662,1.04576289355098
9,0.761040378155903,0.0173575510774021,0.761238294992497,1.30655620446958
10,0.735302219711435,0.0178170365102936,0.735518049474364,1.38805683895831
11,0.731453001598754,0.0191106092441741,0.731702609626008,1.49662139364419
12,0.727295045912467,0.0196015803779052,0.727559142449691,1.54382464798053
13,0.710604753243937,0.0156968537156806,0.710778099373811,1.2654252999403
14,0.70713691296033,0.0137970888819312,0.707271499024725,1.11776751860953
15,0.704800313045041,0.0128991599923926,0.704918342502802,1.04850254862166
16,0.702423132980144,0.0123497167430634,0.70253168843069,1.00724722739259
17,0.69848913402812,0.0102130569843618,0.698563795861422,0.837698593576643
18,0.697097618890981,0.00994689927631267,0.697168581527229,0.817499096063908
19,0.989536202297042,0.0018384214663294,0.989537910062035,0.106447515058933
20,0.836867646847649,0.0168185533434992,0.837036631263465,1.15131995504949
21,0.795894088734409,0.01287143944016,0.795998162331822,0.92652387101397
22,0.725081416254887,0.0186840496190506,0.725322103557006,1.4760829837731
23,0.91858002681554,0.0163628588684979,0.918725752776523,1.02051381863359
24,0.887744491999844,0.0183451147296251,0.887934021372367,1.18384070811101
25,0.872933286091854,0.0195752995937328,0.873152743980861,1.2846274980085
26,0.840584108374941,0.020141390966387,0.840825379542361,1.37261209837815
27,0.857038884425643,0.019009215497353,0.857249671735939,1.27061827372527
28,0.731560466292294,0.0185584385721816,0.731795826364182,1.4531843116064
29,0.865899911798328,0.0200546342484253,0.866132117870703,1.32675901755889
30,0.706039451495103,0.0218114941349326,0.706376279573362,1.76946093648474
31,0.707837330923705,0.0147154611918955,0.70799027666154,1.19096909440192
32,0.706654558574706,0.0142132874702222,0.706797483509332,1.15226256526871
33,0.695308222780025,0.00956335339510268,0.695373987429553,0.788003393571847
