Bus_Number,Real,Imaginary,Magnitude,Angle
1,1,0,1,0
2,0.997032227883127,0.000251998261621654,0.997032259729201,0.0144814140649785
3,0.982936602472894,0.00164764097518818,0.982937983395565,0.096041581294535
4,0.975452530899209,0.00275210031605028,0.97545641322092,0.161651448453754
5,0.968051548446685,0.00385705842842637,0.968059232356029,0.228285363752659
6,0.949655585904184,0.00221857056149006,0.949658177395611,0.13385326255022
7,0.946171272236387,-0.00159315481045758,0.946172613505418,-0.0964740350542922
8,0.941327914119521,-0.000992378183186276,0.941328437217886,-0.0604030324184459
9,0.935056834567819,-0.00217844668515967,0.935059372180157,-0.133484479786067
10,0.929238984725222,-0.00317902279556807,0.929244422592407,-0.196014030359571
11,0.928379378944441,-0.0030585588911124,0.928384417163362,-0.188761066665726
12,0.926880400500948,-0.00286770948821641,0.926884836746458,-0.177268961759553
13,0.920761630724135,-0.00431630348123269,0.920771747551754,-0.268586518839576
14,0.918488122065387,-0.005566988914746,0.918504992768563,-0.347267488807287
15,0.917071981299979,-0.00616157767423755,0.917092680117394,-0.384950244984613
16,0.915701519639233,-0.00652404417402625,0.915724760079133,-0.408204926979393
17,0.913664747575577,-0.00774176278625387,0.913697546157032,-0.485473166840109
18,0.91305639490834,-0.00788943703758836,0.913090479361046,-0.495062734599733
19,0.99650389363165,6.34973784881891e-05,0.996503895654681,0.00365089571234421
20,0.992925693034056,-0.00109745795627678,0.992926299531403,-0.0633276829509689
21,0.992220762600581,-0.00143190979830015,0.992221795820546,-0.0826855617454364
22,0.991582773582413,-0.00178313290441598,0.991584376857736,-0.103033132814372
23,0.979351625567148,0.0011124063931894,0.979352257335939,0.0650799593924078
24,0.972681018079253,-0.000401560591030205,0.972681100969171,-0.0236539269812504
25,0.969355442659422,-0.00113953463686537,0.969356112454362,-0.067354545455909
26,0.947724574485653,0.00286670821213328,0.947728910131998,0.173309614558094
27,0.945157584431708,0.00378527014992936,0.945165164232627,0.229463158268094
28,0.93371170088533,0.00509117688550287,0.933725580913501,0.312409127128924
29,0.925486003405486,0.006304760064891,0.92550747835927,0.390314443704425
30,0.921915569971591,0.00797440006398025,0.921950057873215,0.495585591825707
31,0.917765253766237,0.006586367815836,0.917788887087663,0.411177693092483
32,0.91685242804626,0.00621106697795611,0.916873465734136,0.388134959985884
33,0.916569620301317,0.00608548925379393,0.91658982213352,0.380405066394051
